name,dp_cost,dp_rating,dp_taste_rating,dp_env_rating,dp_service_rating,dp_comment_num,dp_recommendation_dish,dp_comment_keywords,dp_top3_comments,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
筷尚客大食堂,26.0,3.3,3.3,3.4,3.3,63.0,"土豆烧牛肉,西红柿鸡蛋,青椒牛肚,香菇青菜,酸菜鱼,奶香小馒头,紫菜蛋汤,皮肚三鲜丸子,小青菜,清蒸鲈鱼","{""味道赞: 33"", ""菜品不错: 14"", ""性价比高: 13"", ""干净整洁: 8"", ""服务热情: 6"", ""肉类好: 5"", ""主食赞: 4"", ""午餐: 26"", ""工作餐: 7"", ""价格高: 20""}","[(""2025-05-20"", ""这一份收我 39 你本来可以直接抢的 还非要送我几个菜""), (""2025-05-14"", ""在南大鼓楼校区旁边，位置很方便，小店炒菜，种类多，中午一直到一点都是有菜的，而且菜是热的。单独一份菜的分量很足，一个人最好拿两个菜。肉菜小贵，人均三十左右。菜的口味还是很棒的，每次去味道都稳定的好吃。""), (""2025-04-07"", ""这家中式快餐确实不错，性价比挺高的"")]",汉口路38号(近南京大学),"118.778668,32.053664",餐饮服务;中餐厅;中餐厅,13601586608;13951688092,,3.9,,,
家天下菜煎饼(汉口路小区店),12.0,4.1,4.1,4.0,4.0,118.0,"招牌菜煎饼,菜煎饼加个蛋,奥尔良鸡肉菜煎饼,无油轻食减脂肪菜煎饼,土豆丝,粉丝,胡萝卜丝,包菜,金针菇","{""味道赞: 24"", ""菜品健康: 23"", ""服务热情: 15"", ""口感赞: 13"", ""性价比高: 10"", ""价格实惠: 9"", ""食材新鲜: 7"", ""干净整洁: 5"", ""午餐: 6"", ""约会圣地: 2""}","[(""2025-05-13"", ""食材新鲜干净 蔬菜可选种类丰富 分量很实在 口味也很赞 阿姨人很好 可以做成少油无油少盐都可以 作为减脂餐，真是很好的选择 好吃不腻啊 位置要注意，是右边的店面小的那一家，开了九年多了 别买错了 推荐品尝""), (""2025-04-24"", ""店铺在汉口路路南，铺面不大，但是干净利落。[薄荷] 环境：中午过来就一个阿姨，但是有条不紊，很热情。[服务铃] 服务：菜品很丰富，要了 2 个鸡蛋，土豆丝，粉丝等爱吃的菜，摊的时间也够，菜的香味很快就出来。口感很好。推荐：菜煎饼加个蛋""), (""2025-04-19"", ""餐厅的环境优雅，这家餐厅的价格相对实惠"")]",汉口路47号南京大学好又多超市旁边,"118.778960,32.053435",餐饮服务;餐饮相关场所;餐饮相关,,10.0,4.1,,,菜煎饼
膳当家黄焖鸡米饭(汉口路店),19.0,3.7,3.7,3.7,3.7,328.0,"膳当家黄焖鸡米饭,荷包蛋,鲍汁茄子,金针菇,私房排骨饭,黄焖鸡米饭特辣,西红柿鸡蛋汤","{""味道赞: 48"", ""主食赞: 29"", ""价格实惠: 15"", ""性价比高: 14"", ""干净整洁: 13"", ""环境很好: 13"", ""肉类好: 12"", ""午餐: 23"", ""分量适中: 6"", ""工作餐: 3""}","[(""2025-04-24"", ""我记得好像是团的吧，反正店里面人特别多，还要排队，比旁边的几家生意都很好，口味也很不错，我看很多人去吃，所以去尝试了一下还是挺不错的，后期路过那边还是会去尝的会尝试的挺好的。加油加油。推荐：膳当家黄焖鸡米饭""), (""2025-04-16"", ""亲眼看到阿姨把留很长的指甲浸到汤里。提醒老板注意员工培训，起码个人卫生得有吧""), (""2025-04-03"", ""此店我愿称之为南大救星，汉口路黄焖鸡唯一真神。一般中午食堂吃不下都会来这里，就是生意太火爆，经常没有位置。米饭小菜茶饮都自助，黄焖鸡的味道觉得也很不错，明档看起来还算干净卫生，南区没吃的基本就无脑来这里。"")]",汉口路38号,"118.778647,32.053664",餐饮服务;中餐厅;中餐厅,13851644907;15305150776,19.0,4.4,09:00-21:00,周一至周日 09:00-21:00,鸡肉
春水塘土菜馆(汉口路店),43.0,3.9,3.8,3.6,3.7,430.0,"瓦罐飘香鸡,酸菜鱼,羊肉锅仔,重庆碳烤鱼,米香鱼,香炸小牛排,干锅包菜,铁板牛肉,糖醋里脊","{""味道赞: 82"", ""价格实惠: 43"", ""菜品不错: 36"", ""分量足: 12"", ""海鲜棒: 9"", ""请客: 15"", ""朋友聚餐: 7"", ""约会圣地: 3"", ""弄堂小店: 3"", ""上菜慢: 12""}","[(""2025-05-14"", ""这家土菜馆开的时间挺长的了，位置在汉口小学附近，靠近居民区。看了一下他家的菜单，菜品种类还是挺丰富的哦！[酸菜鱼] [香炸小牛排] [糖醋里脊] [黄豆炖猪手] [地锅鸡] [清蒸海鲈鱼] [鱼香茄子] [茶树菇炒牛柳] [肥肠臭豆腐] [干锅牛蛙]，特色菜品还是挺多的呢！他家的招牌酸菜鱼味道还可以，酸菜鱼里面的鱼片吃起来口感还挺嫩滑的，肥肠臭豆腐煲口味也还可以哦！""), (""2025-05-14"", ""汉口路附近的一家土菜馆，这家店铺开的时间应该很长了哦！晚餐时间去的，店里人不多，环境方面一般。他家的招牌菜品还挺多的，[瓦罐飘香鸡] [酸菜鱼] [羊肉锅仔] [重庆碳烤鱼] [香炸小牛排] [干锅包菜] [铁板脆皮豆腐] [糖醋里脊] 等等，糖醋里脊味道还可以哦！""), (""2025-04-07"", ""南大门的街边店，都是街坊四邻来。去的时候是晚上，很多人在打牌，有点吵。但作为街边的家庭店，也很难要求太多。[薄荷] 环境：[服务铃] 服务：传统的菜单点菜，自己写，需要啥写好就行。也谈不上需要什么服务了。口味：[金牌烤猪手] 招牌菜了算是，非常的香，调味恰到好处。[特色口水鸡] 口水鸡分量很大，鸡肉也很嫩，微辣，很下饭。[毛血旺] 一大盆，分量属实很给力，鲜咸口，微辣微麻，挺不错。[春水塘招牌牛排] 这个虽然是招牌菜，但牛排因为是炸的并不太能吃出什么牛肉的香味，配的沙拉酱味道有些奇怪，只能说不太能接受。总体而言，性价比非常高的餐厅，抛开环境和服务，作为日常下馆子的小店，还是很不错的。"")]",汉口路40-5号,"118.778359,32.053978",餐饮服务;中餐厅;中餐厅,025-58075395;18260411172,40.0,4.4,09:00-21:30,周一至周日 09:00-21:30,"鸡蛋炒饭,招牌酸菜鱼,水煮鱼片,鱼香肉丝,酸菜烧鸡,家常豆腐,黄瓜炒鸡蛋,酸汤肥牛鱼,鱼香茄子,特色肥肠鱼,烤鱼,糖醋里脊,炒空心菜,素菜"
福桔家庭厨房,87.0,4.2,4.2,4.5,4.4,1734.0,"芝士芥未虾球,芦笋蘑菇,咸蛋黄蒜香鸡翅,南京菜饭,无花果家烧猪小排,福桔焦糖布丁,原汤昂刺鱼炖锅,奶油培根蘑菇贝壳面,罗宋汤,香菇腊肠炒饭","{""不用排队: 9"", ""朋友聚餐: 42"", ""文艺清新: 32"", ""闺蜜聚会: 23"", ""弄堂小店: 14"", ""约会圣地: 12"", ""下午茶: 12"", ""可带宠物: 6"", ""店内消毒: 2"", ""上菜慢: 39""}","[(""2025-05-22"", ""收藏很久的福桔家庭厨房，终于来打卡啦，店里环境还是很温馨的，点了几个店里的特色菜，店员服务还不错，但感觉像是新来的还在培训阶段，有些生疏。[无花果家烧猪小排] 这个排骨，我感觉蛮潦草的，选的部位不是很好，非常非常的柴。[橄榄油浸蒜香大虾] 还不错，挺新鲜的 [福桔三杯鸡] 味道不太行，建议甜口会更好吃，其余菜品就中规中矩吧，期待值没有达到""), (""2025-05-21"", ""炒饭很香。罗宋汤很够味，酸酸的很开胃。排骨很软烂。只有橄榄油虾吃起来有些腥，不太好吃。蛋糕抹茶是真抹茶哈哈哈微苦，切片很漂亮推荐：芝士芥末虾球""), (""2025-05-20"", ""以前经常去吃的福桔，有一天换菜单了，之后就再也没去过。今天突然想吃家常菜，想起了福桔，就过来了。真的来了感觉不仅仅是换菜单，好像老板都换了（如果猜测错误致歉）。最好的一点的确是现做的。味道还可以，不过偏咸。没有给特别高分因为蛮贵的，一个人吃两菜一饭 95，分量也不算多。芦笋炒菌菇里面，芦笋很少。一人食所以没给坐单独的两人小桌，是的，没给坐，一开始以为是有人预定，让我拼中间大桌，我觉得没什么。后来来了两人的客人就坐了，看着也不像有预定。我能接受拼桌，但明明有空桌（单独小方桌）却不给坐也不说原因，让我觉得坐下就是做错事的体验很不好。..."")]",汉口路42号,"118.778479,32.053663",餐饮服务;中餐厅;中餐厅,19961882001,,4.7,11:00-13:30 17:00-20:30,"周日 11:00-14:30,17:00-20:30；周六 11:00-20:30；周一至周五 11:00-13:30,17:00-20:30","寿喜锅,糖醋排骨"
沙县小吃(汉口路店),14.0,3.7,3.7,3.6,3.6,112.0,"小馄饨,冷拌面,炸蒸饺,鸡蛋炒米粉,炒米线,鸭腿饭,鸡蛋炒饭,莲子猪肚汤,花旗参鸟鸡汤,卤肉面","{""味道赞: 15"", ""服务热情: 9"", ""性价比高: 8"", ""主食赞: 7"", ""上菜快: 4"", ""分量足: 4"", ""菜品健康: 3"", ""肉类好: 3"", ""午餐: 14"", ""深夜食堂: 3""}","[(""2025-04-06"", ""店铺不大，但是干干净净清清爽爽，让人愿意坐下来尝尝。口味：个人很爱吃他家的鸡腿饭，有荤有素搭配合理，鸡腿卤的很入味，卤汁拌饭特别香，它家的辣椒酱真的很赞，不是很咸也不会太辣，吃什么加点都香。各种炖汤也是非常鲜美，吃蛋炒饭的时候必须来一份。性价比：价格在汉口路这一片区真的良心，十几块钱吃的货真价实，健康美味。推荐：鸡蛋炒米粉 香卤鸡腿 雪菜蛋炒饭 鸡蛋炒饭""), (""2025-03-13"", ""整体来说就是普普通通的沙县小吃，因为开在南大旁边所以生意巨好，来来去去人络绎不绝：口味：还算可以，但是口味寡淡，有点像预制菜 [薄荷] 环境：一般 [服务铃] 服务：还可以，中规中矩性价比：高，沙县小吃的性价比一直都很高""), (""2025-03-02"", ""口味非常好吃，很香，馄饨肉很多，分量也很大，麻将很多还额外加的雪菜飘香拌面，很好吃还有免费的白开水提供 [薄荷] 环境：环境很好，很整洁 [服务铃] 服务：老板娘服务特别特别贴心推荐：冷拌面 小馄饨"")]",汉口路73号,"118.778214,32.053989",餐饮服务;中餐厅;特色/地方风味餐厅,18752023233;19941534156,13.0,4.4,10:00-21:00,周一至周日 10:00-21:00,
慢慢早,24.0,4.3,4.2,4.3,4.3,76.0,"开心果乳酪,溏心柿子牛乳三明治,黑松露鸡蛋酱,桔子牛乳三明治,无花果乳酪,蓝莓乳酪三明治,蓝莓酸奶碗,香蕉巧克力酸奶碗,抹茶酸奶碗,抹茶草莓牛乳","{""味道赞: 4"", ""早餐: 8""}","[(""2025-04-08"", ""他们家的三明治非常可爱 有各种水果的妹子，这次买了一个西瓜的，哈，我忍不住，实在是太可爱了""), (""2025-03-16"", ""家门口的老夫妻两个用心经营的粉丝汤店。鸭汤自己调的，鸭血鸭肝鸭肠自己煮的，典型的居民楼下美食，本地人认可推荐：酱香饼 鲜肉小笼包 鸭杂锅巴汤 金陵汤包""), (""2025-09-21"", ""扬州路附近真没有个正经早餐店，能找到一家不容易，口味还可以推荐：韭菜盒子 酱香饼 鸭杂锅巴汤 胡辣汤"")]",汉口路61号,"118.778448,32.053447",餐饮服务;中餐厅;中餐厅,17721540091,,4.1,08:00-21:00,周一至周日 08:00-21:00,
金麦笼大包坊(汉口路店),4.0,3.7,3.7,3.5,3.7,160.0,"红油豆腐包,蛋黄鲜肉包,香菇青菜包,酸辣豇豆包,三丁包,萝卜丝包,玫瑰豆沙包,肉丁烧卖,现磨豆浆","{""味道赞: 27"", ""服务热情: 19"", ""菜品不错: 10"", ""性价比高: 10"", ""价格实惠: 9"", ""肉类好: 8"", ""主食赞: 4"", ""早餐: 44"", ""现做现卖: 3"", ""店内消毒: 1""}","[(""2025-10-14"", ""这家的馒头真的好吃 一层一层的 很有嚼劲 想一下搭配豆腐乳 辣椒酱 真是太满足了""), (""2025-06-07"", ""开了好多年的包子店，最喜欢他家的肉包和粉丝包，鲜香馅料足，品类众多，价格便宜，从上学到上班每次路过都会买上几个，包括茶叶蛋也很好吃，在南大旁边，老板和老板娘脸上也有岁月的痕迹，唯一不变的是包子到味道和情怀！""), (""2025-04-24"", ""[三丁包] 3 元一个 包子外形比较立体 这个三丁好像是鸡丁笋丁香菇丁 味道有点偏咸了 包子皮挺薄的 口感暄软 不会粘牙 在陶谷新村箱子里 里面不大 路过早餐饮便吃还可以 不知道奶黄包之类的是不是现做的 他家还有鲜肉蛋黄好像还不错"")]",汉口路48-1号东单元102室,"118.778042,32.053993",餐饮服务;餐饮相关场所;餐饮相关,13611595941;15996222776,4.0,4.4,08:00-20:00,周一至周日 08:00-20:00,"菜包,鸡肉包,豆腐包,粉丝包,牛肉包,豆沙包,茶叶蛋,牛肉粉丝,三丁包,大包"
四川宜宾燃面,28.0,4.1,4.1,3.9,4.1,2800.0,"招牌燃面,白肉,萝卜小菜,冷双皮奶全家福,蹄花汤,豆花,燃抄手,肥肠米线,拌青菜,辣子鸡面","{""主食赞: 83"", ""上菜快: 31"", ""不用排队: 13"", ""发呆呆: 11"", ""弄堂小店: 114"", ""朋友聚餐: 16"", ""工作餐: 7"", ""现做现卖: 7"", ""闺蜜聚会: 6"", ""文艺清新: 5""}","[(""2025-05-26"", ""味道很不错，店里空调挺足的，一点也不热，人均 30，吃的很开心，份量很大推荐：招牌燃面""), (""2025-05-22"", ""老店了，之前在居民楼下面。味道不错，招牌就是燃面，各种小吃很丰富。推荐：白肉 招牌燃面 萝卜小菜""), (""2025-05-21"", ""特意去吃的 没有白跑哈 性价比超级高"")]",汉口路48号,"118.777909,32.053999",餐饮服务;中餐厅;四川菜(川菜),13072527682;17326125923,22.0,4.7,09:00-20:30,周一至周日 09:00-20:30,
新疆玉石买买提烧烤(爱德基金会店),37.0,3.7,3.7,3.7,3.7,139.0,"肉筋,烤鸡中翅,酱烤生蚝,烤羊排串,纯肉烤香肠,新疆烤馕,羊肉串,秘制烤脆骨,烤掌中宝串","{""味道赞: 20"", ""不用排队: 7"", ""口感赞: 7"", ""价格实惠: 6"", ""食材新鲜: 6"", ""分量足: 3"", ""羊肉: 22"", ""弄堂小店: 3"", ""空间小: 17"", ""排队时间长: 3""}","[(""2025-05-17"", ""自从这家换老板后经常来这家吃，味道特别好，每天都看老板在那穿肉，肉非常的新鲜，好吃😋推荐：酱烤生蚝 烤鸡翅 牛肉串 烤羊排串 羊肉串""), (""2025-03-27"", ""羊肉串，新疆羊肉串，好吃的羊肉串。""), (""2025-11-24"", ""[薄荷] 环境：在青岛路和汉口路的路口，很醒目，站在路边直接吃。口味：[羊肉串][牛肉串] 感觉肉比较新鲜，肉份量很足，肥瘦相间味道好。炭火烧烤，摸的油是大豆油，加一些孜然，入味，很香。这家烤的品种很多，一直开到凌晨。推荐：牛肉串 羊肉串"")]",爱德基金会东门旁,"118.778046,32.053583",购物服务;专卖店;珠宝首饰工艺品,,47.0,3.8,,,
jackob嘉珂舶清真餐厅(汉口路店),67.0,4.0,4.1,3.9,4.0,639.0,"土耳其牛肉饼,芝士鸡肉薯条,土耳其牛肉三明治,土耳其红茶,超丰盛混合烧烤,牛肉披萨,阿拉伯红茶,意大利肉面,泰式烤鸡腿饭,烤羊肉披萨棒","{""味道赞: 104"", ""菜品不错: 36"", ""主食赞: 16"", ""分量足: 14"", ""歪果仁出没: 9"", ""海鲜棒: 3"", ""弄堂小店: 9"", ""朋友聚餐: 5"", ""约会圣地: 4"", ""上菜慢: 17""}","[(""2025-05-23"", ""我日 太好吃了 谁 xx 研究的这玩意呢 进肚儿里就得劲儿 餐厅的价格实惠。这家店的东西超级好吃。烧烤种类丰富。""), (""2025-05-20"", ""经常在外卖软件看到，终于实地打卡。南大周围的店，感觉开了很久。老板娘热情好客，会跟我们聊天推荐菜品那种，所以整体用餐感受就很好。听老板娘讲，主厨好像是巴基斯坦人（没记错的话），所以菜品就异域风情超级浓，印度、巴基斯坦啥的都有。首先提醒，酸奶有甜咸两种，不爱喝水状酸奶口的千万不要因为猎奇心理选咸口的（别问我为什么……）牛肉卷很不错，肉质扎实，饼皮劲道，是被同行者不断称赞的那种。手抓饭相对普普通通，烤肉拼盘肉真的很多，食量不大的人点餐要注意整体餐品数量控制，我们就点多了，结果就只好硬吃…… 肉太压肚子了。对了，咖喱鸡的咖喱味道很浓，本浓稠爱好者喜欢，推荐。总体还蛮喜欢这家店的，会再来～""), (""2025-05-06"", ""拍完毕业照来吃的，味道很不错米饭是特别细的大米，吃着很有嚼劲茶是甜甜的红茶咖喱很浓郁，推荐去吃吃口味：炸薯条不错，分量也很足，后面吃不下了。推荐来吃来吃性价比：很高..."")]","汉口路61号(青岛路与汉口路交界,青岛路苏果超市对面)","118.778262,32.053192",餐饮服务;外国餐厅;西餐厅(综合风味),025-86521668;13337812992,52.0,4.4,10:30-24:00,周一至周日 10:30-24:00,
火山口川味排档,79.0,4.6,4.6,4.4,4.6,659.0,"火爆双脆,火山辣子鸡,葱葱鲫鱼,特色手搓冰粉,鲜椒仔姜蛙,特色手工冰粉,火山老麻鱼,水煮肉片,麻婆豆腐,青椒土豆丝","{""肉类好: 50"", ""上菜快: 17"", ""海鲜棒: 13"", ""停车方便: 5"", ""不用排队: 4"", ""现做现卖: 13"", ""弄堂小店: 11"", ""朋友聚餐: 7"", ""闺蜜聚会: 4"", ""约会圣地: 1""}","[(""2025-05-21"", ""隔了一阵子再去，怎么感觉双脆没以前好吃了呢🤔，其他还是不错的，就是感觉双脆没这么好吃了 [小煎鸡] 推荐：小煎鸡""), (""2025-05-14"", ""[薄荷] 环境：青岛路路边，店有二楼，在一楼用餐的。[服务铃] 服务：扫码点单。...""), (""2025-05-08"", ""正宗的川菜自贡美食，葱葱鲫鱼和双脆每次必点。这家餐厅的菜超级下饭。双脆份量充足。"")]",青岛路33-5号,"118.778160,32.053066",餐饮服务;中餐厅;四川菜(川菜),18115644733,,4.7,11:00-22:00,周一至周日 11:00-22:00,"辣子鸡,酸菜鱼,自贡菜,鸭头,土豆丝,麻婆豆腐"
南芳园,77.0,3.8,3.8,3.7,3.8,118.0,"红烧肉,盐水鸭,龙虾,宫爆鸡丁,清蒸鮰鱼,清炒西兰花","{""味道赞: 33"", ""菜品不错: 25"", ""性价比高: 18"", ""价格实惠: 15"", ""服务热情: 15"", ""肉类好: 7"", ""主食赞: 4"", ""有包间: 14"", ""早餐: 13"", ""请客: 3""}","[(""2025-05-03"", ""刚好朋友约了吃饭订的这家餐厅也是挺新奇的，在南京大学鼓楼校区里面，进门的时候还得提前跟餐厅说录入车牌才能进去，整个餐厅的话它是以食堂为主，然后包间对外营业。服务员整体还是很客气的，一声一声叫老师，老师感觉挺新奇，但是呢，他们的菜只能说是食堂吧标准，但是呢，毕竟价格也不贵，环境的话整个包间都偏老了，需要装修，然后能感觉出来有一些历史的沉淀了时间的。沉淀其他的话中规中矩，就是大众消费，大众菜品。不过要推荐一下他们家的白烧河豚，确实是很有特色上的也是不错的，比较清淡""), (""2025-03-25"", ""[薄荷] 环境：在南大鼓楼校区校园内，服务前后两个校内宾馆。位置便捷。[服务铃] 服务：好。菜品口味不错。性价比：比学生食堂贵一点，但是对于外面过来办事的人来说性价比很高。... 推荐：盐水鸭""), (""2025-01-13"", ""2025 年商学院年会来南芳园举办啦！！这次主办方是我们会计系，活动超级多，包饺子比赛，节目也好精彩，关键吃的也特别好，这次主打一个自助餐的形式。每一道菜都不敷衍，选择种类繁多，热菜冷菜主食甜品，应有尽有，饮品也很丰富，我特别喜欢红豆汁和椰汁，还有汤品，咸口的鸭血粉丝汤是南京的经典小吃，还有甜口的酒酿元宵。可以同时照顾到来自全国各地的同学们的口味晚会举办非常成功感谢每一位老师和同学的辛勤付出 [打 call] 推荐：盐水鸭 口水鸡 红烧肉"")]",汉口路22号南京大学鼓楼校区南芳苑3层,"118.780616,32.052592",餐饮服务;中餐厅;中餐厅,025-83593385;025-83594446,58.0,4.0,08:30-20:00,周一至周日 08:30-20:00,
食壹咖喱,30.0,4.0,4.0,3.9,3.9,828.0,"芝士咖喱牛肉蛋包饭,盐酥鸡咖喱饭,鳕鱼排蛋包饭,奥尔良烤鸡腿蛋包饭,芝士鸡肉咖啡蛋包饭,肉排咖喱饭,芝士烤土豆,盐酥鸡芝士蛋包饭,培根咖喱饭,奶香玉米派","{""菜品健康: 13"", ""不用排队: 11"", ""弄堂小店: 38"", ""现做现卖: 9"", ""朋友聚餐: 8"", ""文艺清新: 7"", ""闺蜜聚会: 7"", ""约会圣地: 5"", ""工作餐: 4"", ""上菜慢: 28""}","[(""2025-04-08"", ""性价比：咖喱饭的蛋皮另外➕三块，两人点一个牛肉咖喱蛋包饭 (36) 和鸡肉咖喱 (19)，最近店里搞活动，还送了两瓶可乐，对比池奈这样的连锁店性价比很高口味：口味很不错，虽然没有椰奶的浓郁但咖喱的味道也是特别能体会到咖喱的味道 [薄荷] 环境：屋内有四五张桌子，很温馨，特别喜欢吊顶风扇，想了小时候... 推荐：芝士咖喱牛肉蛋包饭""), (""2025-03-07"", ""餐厅的氛围很好，餐厅的口味很好""), (""2025-12-20"", ""街边小店，吃个简餐还不错，咖喱种类丰富"")]","青岛路6-1号(华达宾馆对面,近南京大学)","118.778339,32.052775",餐饮服务;中餐厅;中餐厅,13851573537;13951818417,30.0,4.1,11:00-14:00 17:00-20:00,"周一至周六 11:00-14:00,17:00-20:00","芝士咖喱牛肉蛋包饭,芝士咖喱鸡肉蛋包饭,蛋包饭,奥尔良烤鸡腿咖喱蛋包饭,芝士烤土豆,培根咖喱蛋包饭,奶香玉米派,水果沙拉,鳕鱼排蛋包饭,冰火菠萝包,天妇罗咖喱饭,芝士咖喱鸡肉蛋包,芝士咖喱牛肉蛋包,牛排,鸡茸玉米汤"
美鸽记·中山石岐乳鸽,87.0,4.3,4.3,4.4,4.4,1474.0,"中山红烧乳鸽,中山石岐乳鸽,手作红米肠,虫草花炖龙骨,干炒牛河,生啫脆鳝,清补鸽皇汤,古法啫鱼头,水东芥菜炒牛肉,招牌豉油皇乳鸽","{""上菜快: 13"", ""停车方便: 6"", ""不用排队: 4"", ""弄堂小店: 21"", ""现做现卖: 14"", ""约会圣地: 8"", ""朋友聚餐: 6"", ""闺蜜聚会: 4"", ""家庭聚餐: 4"", ""深夜食堂: 3""}","[(""2025-05-26"", ""鸽子皮脆肉嫩，鲜香多汁，每一口都是满满的幸福感，值得推荐！""), (""2025-05-26"", ""带初中生放学来吃，套餐划算量大，乳鸽招牌菜确实脆皮爆汁，不够又点了一只，再加一个牛河，吃的很满意下次还来推荐：中山红烧乳鸽 干炒牛河""), (""2025-05-26"", ""口味：很好吃 [薄荷] 环境：不错 [服务铃] 服务：非常好性价比：很高"")]",青岛路33-3号,"118.778138,32.052878",餐饮服务;中餐厅;中餐厅,18752079369,,4.6,10:00-14:00 16:00-22:00,周一至周日 10:00-14:00，16:00-22:00,红米肠
涵洁地锅,58.0,3.6,3.6,3.6,3.7,56.0,停业,,,青岛路33-6号,"118.778149,32.052856",餐饮服务;中餐厅;中餐厅,13851786544,53.0,4.3,08:00-22:30,周一至周日 08:00-22:30,地锅鸡
安庆馄饨店(青岛路10号院店),13.0,3.7,3.7,3.6,3.6,207.0,"鲜肉馄饨,辣油,雪菜肉丝,青菜肉丝,荠菜馄饨,五香蛋,鸭血馄饨,水煮蛋,甜烧饼,速冻馄饨","{""味道赞: 40"", ""肉类好: 16"", ""性价比高: 13"", ""价格实惠: 9"", ""菜品健康: 3"", ""午餐: 16"", ""早餐: 13"", ""弄堂小店: 4"", ""深夜食堂: 3"", ""空间小: 16""}","[(""2025-05-20"", ""一直没评论，这家店的馄饨确实有特色，很好吃，开了很多年了，肉馅很香，南大附近优质安庆馄饨哈哈哈""), (""2025-05-14"", ""南京遍地都是安庆馄饨皮薄肉多 汤汁也好喝 [鲜肉馄饨] 大部分人的选择 馄饨皮薄肉多 汤汁也好喝 [荠菜馄饨] 对于我来说还是更喜欢荠菜馄饨 荠菜的香味很喜欢下次来南京 这家馄饨店依然会打卡""), (""2025-03-17"", ""味道不错的馄饨店，生得打包回来也挺好吃"")]",青岛路8号,"118.778356,32.052708",餐饮服务;中餐厅;特色/地方风味餐厅,18912930685,9.0,4.0,06:30-20:00,周一至周日 06:30-20:00,
陈记六合猪头肉,16.0,4.1,4.0,4.0,4.1,244.0,"鸡汁汤包,鸭血粉丝汤,鸭腿饭,盐水鸭饭,酥饼","{""味道赞"":25, ""服务热情"":19, ""性价比高"":15, ""肉类好"":12, ""价格实惠"":12, ""干净整洁"":9, ""菜品不错"":5, ""烤鸭"":7, ""弄堂小店"":5, ""空间小"":15}","[(""2025-05-27"", ""大众点评的套餐，9.9，超级划算耶 店里还蛮个性的，虽然店面不大，汤包上的贼快，几乎不用等，口味也不错 [薄荷] 环境：不大，但是干净，靠近南大 [服务铃] 服务：正常服务...""), (""2025-05-21"", ""据说在南京随便一家都好吃 只能说据说，这家店是卖卤菜的 也就是不饿看到了个秒杀，性价比超级高 ...""), (""2025-05-01"", ""「鸭血粉丝汤」鸭血粉丝汤不错，鸭血是鸭血，血汤是汤，粉丝是粉丝，味道独树一帜🙂「鸡汁汤包」鸡汁汤包是好吃的，口感醇厚。皮也很薄，汤汁很多，汁水很香，肉馅也不错。「酥饼」这个一般，没有特别的酥，个头还行。总体还不错吧"")]",青岛路2号小区西2门旁,"118.778355,32.052525",餐饮服务;中餐厅;中餐厅,,,4.2,,,
箪食记(汉口路店),180.0,4.4,4.3,4.3,4.5,1097.0,"秘制红烧肉,水煮肉片,小炒鸡杂,糖醋里脊,酱香排骨","{""菜品健康: 58"", ""上菜快: 12"", ""不用排队: 5"", ""弄堂小店: 74"", ""文艺清新: 23"", ""现做现卖: 18"", ""深夜食堂: 11"", ""朋友聚餐: 11"", ""下午茶: 10"", ""约会圣地: 8""}","[(""2025-04-27"", ""[薄荷] 环境：南大附近的小店 我是去鼓楼医院看病然后正好去尝尝 钟意他们家的现煮奶茶很久了所以去试试看 [服务铃] 服务：店里有位奶奶特别和蔼 店主小姐姐也特别特别好 奶茶太热了 还主动给我们提供冰块 还给我们充电宝口味：比较家常 感觉没什么科技自然也没有那种特别的惊艳感 但是奶茶是好吃的 鸡杂也是...""), (""2025-04-21"", ""要从旁边一个小门进去才能看到大门 店面不大 下午两三点店里已经没有人了 可以带狗超级棒🐶[小炒鸡杂] 这个很下饭 里面鸡杂挺多 就是太油了葱花炒鸡蛋 是一个完整的大块 很有水平藤椒鸡还是什么鸡我忘了 配的酱好好吃菜品分量都很大 两个人根本吃不完""), (""2025-04-14"", ""一直觉得学校周边的饭店都是有点特色菜的，口味地道，价格实惠推荐：小炒鸡杂"")]",汉口路75-2号,"118.777185,32.053960",餐饮服务;中餐厅;中餐厅,13951883009;15651837225,31.0,4.2,,周一至周六 09:00-20:00,
